Grid ID,Latitude,Longitude,Area Sq Km,Road Density,Waterhole Count 10km,Distance to Water km,Distance to Gate km,Patrol Proxy,Response Time Min,Vegetation Proxy,Normalized Road Density,Normalized Waterhole Count 10km,Normalized Distance to Gate km,Normalized Response Time Min,DVI,pos_y,pos_x,Staff,Drones,Cameras,Is_Covered
86ac82a0fffffff,-18.53496764,16.0615345,39.91,39.161,0,183.532,89.81,0.0111,5.66,0.0,0.036858309,0.0,0.519230769,0.407434944,0.1647207395181397,-2057.38140804,1686.4611225,0.0,0.0,0.0,1.0
86ac811afffffff,-19.1401081,14.73402045,39.18,1.8149,0,28.472,123.3,0.0081,7.45,0.1498,0.001534364,0.0,0.719865804,0.540520446,0.4128732409720335,-2124.5519991,1547.07214725,4.0,3.0,0.0,1.0
86ac81a97ffffff,-19.15797241,14.40632823,39.02,479.9095,0,10.351,157.09,0.0063,1.39,0.5016,0.453741892,0.0,0.922298107,0.089962825,0.084725631818504,-2126.53493751,1512.66446415,0.0,0.0,0.0,1.0
86ac82967ffffff,-18.94517588,16.43151751,40.01,61.1667,0,205.237,71.12,0.014,5.99,0.0,0.057672481,0.0,0.407260963,0.43197026,0.1526606055785707,-2102.91452268,1725.30933855,0.0,0.0,0.0,1.0
86ac86657ffffff,-18.88867645,16.81648331,40.2,445.4893,0,246.133,109.03,0.0091,2.12,0.0,0.421185419,0.0,0.634375749,0.144237918,0.0282575750412322,-2096.6430859499997,1765.73074755,0.0,0.0,0.0,1.0
86ac80c9fffffff,-19.23315866,16.29057988,39.89,297.3196,0,185.273,43.44,0.0228,4.87,0.0,0.281038566,0.0,0.241433022,0.348698885,0.1310684812644937,-2134.88061126,1710.5108874,0.0,0.0,0.0,1.0
86ac86007ffffff,-19.3750661,16.97350244,40.17,194.0699,0,256.233,113.94,0.0087,3.12,0.0,0.183379459,0.0,0.663791038,0.218587361,0.0327912332304491,-2150.6323371000003,1782.2177562000002,0.0,0.0,0.0,1.0
86ac80707ffffff,-18.95289685,15.82140535,39.73,125.1827,0,143.349,42.35,0.0233,5.02,0.0001,0.118222249,0.0,0.234902948,0.359851301,0.2510126483972621,-2103.77155035,1661.24756175,0.0,0.0,0.0,1.0
86ac805a7ffffff,-19.07561579,16.33201601,39.94,358.1426,0,191.966,54.34,0.0182,3.15,0.0,0.338568223,0.0,0.306733765,0.220817844,0.0825720679228499,-2117.39335269,1714.86168105,0.0,0.0,0.0,1.0
86ac83877ffffff,-18.61733235,15.24017751,39.51,174.5205,0,105.226,104.39,0.0095,5.52,0.0009,0.164888588,0.0,0.606578001,0.397026022,0.1282791882429344,-2066.52389085,1600.2186385500002,0.0,0.0,0.0,1.0
86ac8661fffffff,-18.88118331,16.9274507,40.25,26.5913,0,257.716,119.93,0.0083,4.0,0.0,0.024969212,0.0,0.699676492,0.28401487,0.0344476588381865,-2095.81134741,1777.3823235000002,0.0,0.0,0.0,1.0
86ac8019fffffff,-19.19226221,15.95341578,39.74,484.8286,0,150.582,16.64,0.0584,3.61,0.0,0.45839464,0.0,0.080877067,0.255018587,0.1776863625589905,-2130.34110531,1675.1086569,0.0,0.0,0.0,1.0
86ac81317ffffff,-19.0078735,14.33941832,39.01,87.9433,1,7.714,166.89,0.006,4.18,0.5979,0.082999226,0.5,0.981008867,0.29739777,0.2423243330005793,-2109.8739585,1505.6389236,0.0,0.0,2.0,1.0
86ac813a7ffffff,-18.97430753,14.39142803,39.04,166.0591,0,11.367,162.42,0.0061,7.67,0.4687,0.156885342,0.0,0.954229571,0.556877323,0.252767743801767,-2106.1481358300002,1511.09994315,0.0,0.0,0.0,1.0
86ac8656fffffff,-19.29846692,17.19037802,40.29,88.468,0,279.225,136.7,0.0073,1.68,0.0,0.083495516,0.0,0.800143781,0.111524164,0.0060109228703922,-2142.1298281199997,1804.9896921000002,0.0,0.0,0.0,1.0
86ac82a17ffffff,-18.52778894,16.17175749,39.97,110.2125,0,194.39,93.6,0.0106,4.49,0.0,0.104062631,0.0,0.541936257,0.320446097,0.1395036645164461,-2056.5845723400002,1698.0345364500001,0.0,0.0,0.0,1.0
86ac802c7ffffff,-18.89067365,15.31854801,39.5,176.4973,0,95.881,77.31,0.0129,1.59,0.0017,0.166758351,0.0,0.444344596,0.104832714,0.1479516392644114,-2096.86477515,1608.4475410500002,0.0,0.0,0.0,1.0
86ac82937ffffff,-18.93064188,16.65300958,40.12,156.6202,0,228.307,91.63,0.0109,5.64,0.0,0.147957524,0.0,0.530134196,0.405947955,0.0481228953966991,-2101.30124868,1748.5660059,0.0,0.0,0.0,1.0
86ac82c27ffffff,-18.57216978,16.89877576,40.3,170.5273,0,264.49,135.35,0.0074,3.04,0.0,0.161111605,0.0,0.792056075,0.212639405,0.0151513380322745,-2061.51084558,1774.3714548,0.0,0.0,0.0,1.0
86ac8665fffffff,-18.86152232,16.75818331,40.18,566.9955,0,240.868,105.04,0.0095,2.36,0.0,0.536112504,0.0,0.610472082,0.162081784,0.0313022363463849,-2093.62897752,1759.60924755,0.0,0.0,0.0,1.0
86ac82a57ffffff,-18.50769931,16.00372885,39.89,174.0145,0,179.444,91.78,0.0108,2.02,0.0,0.164409986,0.0,0.53103283,0.136802974,0.0750813095822082,-2054.35462341,1680.39152925,0.0,0.0,0.0,1.0
86ac8671fffffff,-19.03184888,16.99737449,40.25,101.0108,0,261.836,121.04,0.0082,4.92,0.0,0.095359169,0.0,0.706326384,0.352416357,0.0383357934204545,-2112.5352256799997,1784.72432145,0.0,0.0,0.0,1.0
86ac82d17ffffff,-18.62634078,17.01541389,40.34,348.6083,0,274.166,141.8,0.007,2.11,0.0,0.329550171,0.0,0.83069734,0.143494424,0.0060642869037266,-2067.52382658,1786.6184584500002,0.0,0.0,0.0,1.0
86ac81497ffffff,-18.68536599,15.135854,39.45,156.4176,0,91.967,106.71,0.0093,3.52,0.0022,0.147765894,0.0,0.620476875,0.248327138,0.209410731800214,-2074.07562489,1589.26467,0.0,0.0,0.0,1.0
86ac86767ffffff,-19.13561722,16.83934684,40.16,159.5562,0,243.801,102.1,0.0097,3.33,0.0,0.15073455,0.0,0.592858855,0.234200743,0.048717228965325,-2124.05351142,1768.1314182,0.0,0.0,0.0,1.0
86ac80567ffffff,-19.18543396,16.06386883,39.79,593.0669,0,162.188,24.29,0.0403,1.54,0.0,0.560772233,0.0,0.126707405,0.101115242,0.1335858529956286,-2129.58316956,1686.7062271500001,0.0,0.0,0.0,1.0
86ac80c37ffffff,-19.45210571,16.25464776,39.83,42.6785,0,180.86,40.61,0.0243,9.98,0.0,0.040185349,0.0,0.224478792,0.728624535,0.2154261081264714,-2159.1837338100004,1706.7380148000002,0.0,0.0,0.0,1.0
86ac95a5fffffff,-18.61861843,17.12640076,40.39,309.4115,0,285.581,152.15,0.0066,1.7,0.0,0.292475734,0.0,0.892703091,0.113011152,-0.0004292302953531,-2066.6666457300003,1798.2720798,0.0,0.0,0.0,0.0
86ac82ae7ffffff,-18.47329074,16.05606765,39.92,139.6023,0,186.108,96.4,0.0103,4.64,0.0,0.131861081,0.0,0.55871076,0.331598513,0.1488297021228533,-2050.53527214,1685.8871032499999,0.0,0.0,0.0,1.0
86ac81797ffffff,-18.64321972,14.80268311,39.3,324.814,0,66.372,137.38,0.0073,3.02,0.012,0.307044245,0.0,0.804217589,0.211152416,0.097824081230989,-2069.39738892,1554.28172655,0.0,0.0,0.0,1.0
86ac80397ffffff,-19.02788363,15.60653415,39.61,50.2674,0,119.26,44.79,0.0221,6.01,0.0004,0.047363338,0.0,0.249520728,0.433457249,0.3352088357664513,-2112.09508293,1638.68608575,0.0,0.0,0.0,1.0
86ac81167ffffff,-19.27453242,14.52548086,39.05,941.5706,1,4.261,143.49,0.0069,1.02,0.7527,0.890405733,0.5,0.840821951,0.062453532,0.0680711298127572,-2139.47309862,1525.1754903,0.0,0.0,0.0,1.0
86ac82db7ffffff,-18.55675312,17.12060467,40.4,271.366,0,287.14,155.31,0.0064,3.1,0.0,0.256490259,0.0,0.911634316,0.217100372,0.0001096514806817,-2059.79959632,1797.6634903499998,0.0,0.0,0.0,1.0
86ac80d8fffffff,-19.41788417,16.30726154,39.86,405.1715,0,186.272,44.89,0.022,2.04,0.0,0.383050681,0.0,0.250119818,0.138289963,0.0838726862681362,-2155.38514287,1712.2624617,0.0,0.0,0.0,1.0
86ac8032fffffff,-19.2253282,15.40243347,39.48,139.9306,0,92.822,52.53,0.0189,7.3,0.0021,0.132171604,0.0,0.295890247,0.52936803,0.3123302065868379,-2134.0114302,1617.25551435,0.0,0.0,0.0,1.0
86ac860d7ffffff,-19.18994134,16.95620818,40.2,347.1545,0,255.413,113.14,0.0088,2.99,0.0,0.328175089,0.0,0.658998323,0.208921933,0.0176882798428799,-2130.08348874,1780.4018589,0.0,0.0,0.0,1.0
86ac86017ffffff,-19.34052631,17.02625843,40.21,156.8035,0,261.836,119.39,0.0083,5.36,0.0,0.148130899,0.0,0.696441409,0.385130112,0.0369388903505155,-2146.7984204100003,1787.7571351499998,0.0,0.0,0.0,1.0
86ac82107ffffff,-18.47122341,16.55537438,40.16,99.8124,0,234.068,118.09,0.0084,4.95,0.0,0.094225658,0.0,0.688653247,0.35464684,0.0823974584508889,-2050.30579851,1738.3143099,0.0,0.0,0.0,1.0
86ac8390fffffff,-18.73369372,15.36028207,39.55,153.4644,0,108.087,86.38,0.0115,5.1,0.0007,0.144972599,0.0,0.498682003,0.365799257,0.2242208953997801,-2079.44000292,1612.82961735,0.0,0.0,0.0,1.0
86ac8628fffffff,-19.02685074,16.60607471,40.08,145.1951,0,221.311,82.44,0.0121,4.01,0.0,0.137151051,0.0,0.475077882,0.284758364,0.0814727848456086,-2111.98043214,1743.6378445500002,0.0,0.0,0.0,1.0
86ac81147ffffff,-19.2133152,14.52047177,39.06,337.1405,1,5.456,144.49,0.0069,1.64,0.6951,0.31870331,0.5,0.846812844,0.108550186,0.0643565636641493,-2132.6779872,1524.6495358500001,0.0,0.0,0.0,1.0
86ac81427ffffff,-18.90996003,14.98970237,39.34,90.4831,0,64.806,105.48,0.0094,5.24,0.0133,0.085401505,0.0,0.613108076,0.376208178,0.3110041403792054,-2099.00556333,1573.91874885,0.0,0.0,0.0,1.0
86ac8638fffffff,-19.17742969,16.67567589,40.08,171.6942,0,226.177,84.29,0.0118,2.68,0.0,0.162215322,0.0,0.486161035,0.185873606,0.0482236775547252,-2128.69469559,1750.94596845,4.0,0.0,0.0,1.0
86ac8072fffffff,-18.98706387,15.76901488,39.69,241.6201,0,136.902,40.03,0.0247,2.13,0.0001,0.22835499,0.0,0.221004074,0.144981413,0.1742840611639,-2107.56408957,1655.7465624000001,0.0,0.0,0.0,1.0
86ac862f7ffffff,-19.06131518,16.55348203,40.04,301.5415,0,215.192,75.84,0.0131,2.56,0.0,0.285031866,0.0,0.435537982,0.176951673,0.0456385477008796,-2115.80598498,1738.1156131500002,0.0,0.0,0.0,1.0
86ac8022fffffff,-19.07500077,15.33430406,39.47,174.2704,0,90.597,64.88,0.0153,2.1,0.0024,0.16465203,0.0,0.369877786,0.142750929,0.1338368173783331,-2117.32508547,1610.1019262999998,0.0,0.0,0.0,1.0
86ac81ce7ffffff,-19.18917753,14.95808558,39.27,62.292,0,49.261,99.17,0.01,7.3,0.0375,0.05873685,0.0,0.575305536,0.52936803,0.3981820249153369,-2129.99870583,1570.5989859000001,4.0,3.0,0.0,1.0
86ac83d17ffffff,-18.48748559,15.83594004,39.82,379.279,0,165.099,93.4,0.0106,2.55,0.0,0.358560165,0.0,0.540738078,0.176208178,0.1160663595132152,-2052.11090049,1662.7737042,4.0,0.0,0.0,1.0
86ac86397ffffff,-19.1701433,16.78667782,40.13,296.6037,0,237.873,95.9,0.0104,5.18,0.0,0.28036143,0.0,0.555715313,0.371747212,0.0414572428072634,-2127.8859063,1762.6011711,0.0,0.0,0.0,1.0
86ac802e7ffffff,-18.95212602,15.32379699,39.49,323.2312,0,93.735,72.76,0.0137,2.93,0.0019,0.305547148,0.0,0.417086029,0.204460967,0.1461800465646951,-2103.68598822,1608.99868395,4.0,0.0,0.0,1.0
86ac82a5fffffff,-18.48042295,15.9459618,39.87,318.7967,0,175.527,94.2,0.0106,3.4,0.0,0.30135276,0.0,0.545530793,0.239405204,0.0639827035746051,-2051.3269474500003,1674.325989,0.0,0.0,0.0,1.0
86ac81a9fffffff,-19.13029057,14.34931813,38.99,132.5619,1,6.454,163.44,0.0061,4.79,0.6503,0.125201892,0.5,0.960340283,0.342750929,0.2318446050631029,-2123.46225327,1506.67840365,0.0,0.0,1.0,1.0
86ac8105fffffff,-19.00195823,14.44842444,39.07,256.3526,0,11.923,155.86,0.0064,3.64,0.4516,0.242289779,0.0,0.914929307,0.257249071,0.1570062282413044,-2109.21736353,1517.0845662,0.0,0.0,0.0,1.0
86ac8005fffffff,-19.15084927,15.61721959,39.59,219.4207,0,116.606,34.86,0.0283,5.19,0.0004,0.207357606,0.0,0.190031153,0.372490706,0.2633529983241358,-2125.7442689699997,1639.80805695,0.0,0.0,0.0,1.0
86ac81517ffffff,-18.96500404,15.10440946,39.39,154.6877,0,71.994,91.96,0.0108,7.09,0.0082,0.146129661,0.0,0.532111191,0.513754647,0.249893768608421,-2105.11544844,1585.9629932999999,0.0,0.0,0.0,1.0
86ac86777ffffff,-19.10105941,16.89201935,40.19,167.7175,0,249.773,108.36,0.0092,6.72,0.0,0.158453945,0.0,0.63036185,0.486245353,0.0459915515626842,-2120.2175945100003,1773.66203175,0.0,0.0,0.0,1.0
86ac8144fffffff,-18.79978507,14.7607715,39.25,312.4616,0,51.624,132.5,0.0075,2.98,0.032,0.295360682,0.0,0.774982027,0.208178439,0.0795740093756016,-2086.7761427699998,1549.8810075000001,0.0,0.0,0.0,1.0
86ac80587ffffff,-19.01398084,16.3264529,39.95,488.4129,0,192.736,57.7,0.0172,3.57,0.0,0.461784864,0.0,0.326863168,0.25204461,0.0916327050815619,-2110.5518732399996,1714.2775545,0.0,0.0,0.0,1.0
86ac80327ffffff,-19.25281353,15.46008341,39.5,153.3725,0,98.299,45.97,0.0215,3.0,0.0014,0.144885675,0.0,0.256589983,0.209665428,0.2455311362199771,-2137.0623018300003,1623.3087580499998,0.0,0.0,0.0,1.0
86ac80c5fffffff,-19.34268522,16.02231076,39.74,177.43,0,156.383,13.97,0.0691,1.47,0.0,0.167640549,0.0,0.06488138,0.095910781,0.1248082674173499,-2147.03805942,1682.3426298,0.0,0.0,0.0,1.0
86ac80027ffffff,-19.29460445,15.79599817,39.65,164.1366,0,132.907,10.62,0.0899,4.73,0.0001,0.155066938,0.0,0.044811886,0.338289963,0.2379805739795532,-2141.70109395,1658.5798078500002,0.0,0.0,0.0,1.0
86ac80437ffffff,-19.02104617,16.21587646,39.9,78.6141,0,181.207,48.41,0.0204,5.79,0.0,0.074175168,0.0,0.271207764,0.417100372,0.218941135925795,-2111.3361248700003,1702.6670283,0.0,0.0,0.0,1.0
86ac86727ffffff,-19.15535261,17.00891809,40.24,174.2224,0,261.297,119.21,0.0084,2.58,0.0,0.164606629,0.0,0.695363048,0.178438662,0.0157628336580187,-2126.24413971,1785.9363994500002,0.0,0.0,0.0,1.0
86ac8115fffffff,-19.15208766,14.51546558,39.07,100.4576,0,11.564,145.8,0.0068,4.5,0.4626,0.094835923,0.0,0.854660915,0.321189591,0.2946206894117353,-2125.88173026,1524.1238859,0.0,0.0,0.0,1.0
86ac8116fffffff,-19.24685671,14.46837024,39.03,516.2681,1,2.523,149.65,0.0067,4.81,0.8452,0.488131807,0.5,0.877725857,0.344237918,0.1516243794505675,-2136.40109481,1519.1788752,0.0,0.0,0.0,1.0
86ac86237ffffff,-19.21187663,16.62303326,40.05,71.3545,0,220.296,78.14,0.0127,8.66,0.0,0.067308649,0.0,0.449317038,0.630483271,0.1399439067937648,-2132.5183059299998,1745.4184923,0.0,0.0,0.0,1.0
86ac818cfffffff,-19.33573917,14.53049285,39.04,622.9928,2,4.75,142.81,0.007,0.88,0.7286,0.589077755,1.0,0.836748143,0.05204461,0.0765948027298968,-2146.26704787,1525.70174925,0.0,0.0,0.0,1.0
86ac800efffffff,-19.11679616,15.66960944,39.62,315.7725,0,122.833,33.07,0.0298,3.3,0.0003,0.298492309,0.0,0.179307453,0.23197026,0.1851227322517135,-2121.96437376,1645.3089912,0.0,0.0,0.0,1.0
