Grid ID,Latitude,Longitude,Ti,DVI,RRi,Pt
86ac81c57ffffff,-19.22291116,14.90586669,0.311444781066238,0.17806768526657196,0.04469058946690593,0.8219323147334281
86ac80cdfffffff,-19.21277552,16.12187804,0.34347027921712403,0.2230641552505633,0.10265803128400255,0.7769358447494367
86ac81077ffffff,-19.09084994,14.51046228,0.0750909797980561,0.047511095757111724,0.019931211716167352,0.9524889042428882
86ac82a1fffffff,-18.50054391,16.11389336,0.07779587741843831,0.04326491918913073,0.00873396095982316,0.9567350808108692
86ac82d57ffffff,-18.60688658,16.84622231,0.01585889986961869,0.009385638884509879,0.0029123778994010682,0.9906143611154902
86ac866d7ffffff,-18.75760756,16.91597084,0.02924655951236618,0.018254636966209374,0.007262714420052571,0.9817453630337907
86ac8625fffffff,-19.10288683,16.39014324,0.25008389478684495,0.17450091834985365,0.09891794191286238,0.8254990816501464
86ac866f7ffffff,-18.81940048,16.92170912,0.0289345303243506,0.015553654593560824,0.0021727788627710484,0.9844463454064392
86ac81117ffffff,-19.2013872,14.73909412,0.4243851691379587,0.2999093705365993,0.17543357193523987,0.7000906294634007
86ac839b7ffffff,-18.65874658,15.57455167,0.18930220703694414,0.1246298173906104,0.05995742774427664,0.8753701826093896
86ac8391fffffff,-18.69961575,15.41251092,0.19703353501235965,0.12774218774606916,0.058450840479778686,0.8722578122539308
86ac86ac7ffffff,-19.46550206,16.53465519,0.15449186451224942,0.10211395360828589,0.049736042704322345,0.8978860463917141
86ac8156fffffff,-19.0113733,14.83323058,0.26976324896805687,0.19625527066901566,0.12274729236997443,0.8037447293309843
86ac81cc7ffffff,-19.12784764,14.95294436,0.4657676648981347,0.30041148640282556,0.13505530790751644,0.6995885135971744
86ac81157ffffff,-19.17974059,14.57258057,0.09673840543993807,0.06354526484504437,0.030352124250150648,0.9364547351549556
86ac81047ffffff,-19.06319794,14.45340657,0.053598474496128846,0.030286126848447656,0.006973779200766458,0.9697138731515523
86ac83917ffffff,-18.72702859,15.47003457,0.38816198784058575,0.27200198779147855,0.1558419877423714,0.7279980122085215
86ac8172fffffff,-18.83971565,14.59954057,0.28772422109581064,0.18172619019819725,0.07572815930058384,0.8182738098018028
86ac8015fffffff,-19.30121763,15.685707,0.520874258160941,0.38184536702279104,0.24281647588464106,0.618154632977209
86ac83d77ffffff,-18.52874754,15.67374065,0.2308560453909057,0.1372263259073863,0.04359660642386688,0.8627736740926137
86ac866e7ffffff,-18.85405413,16.8690945,0.036021571690950535,0.019577523357747866,0.003133475024545197,0.9804224766422521
86ac866efffffff,-18.82691538,16.81077565,0.08294555672301264,0.05300498585549636,0.02306441498798008,0.9469950141445036
86ac82a4fffffff,-18.51478498,15.89364809,0.17911601787863848,0.10274201323726137,0.02636800859588426,0.8972579867627386
86ac81ba7ffffff,-19.40271591,14.42623543,0.3932867017512528,0.26799052952057045,0.14269435728988805,0.7320094704794295
86ac8152fffffff,-19.03270562,15.00000076,0.5341009403540382,0.3653329852831452,0.1965650302122522,0.6346670147168548
86ac862efffffff,-19.06850146,16.44270838,0.13452829599541705,0.0939197546100066,0.053311213224596136,0.9060802453899934
86ac8079fffffff,-18.76127772,15.91533798,0.26434917833251714,0.16175418129787703,0.05915918426323694,0.838245818702123
86ac8664fffffff,-18.89609785,16.70559459,0.04558064556308417,0.029974781420163486,0.014368917277242795,0.9700252185798365
86ac806dfffffff,-18.59033719,15.67909097,0.35853832945861297,0.24377940688633074,0.1290204843140485,0.7562205931136693
86ac867a7ffffff,-19.02430159,17.10854334,0.0196494066201058,0.013645015455683775,0.007640624291261749,0.9863549845443162
86ac81337ffffff,-19.06908701,14.34436679,0.1631593762603394,0.1242194805195134,0.08527958477868738,0.8757805194804866
86ac86adfffffff,-19.40390413,16.52902009,0.21993287366838704,0.15092791252686666,0.0819229513853463,0.8490720874731333
86ac860efffffff,-19.25902352,16.85079835,0.05633746378033959,0.03139399932592165,0.0064505348715037155,0.9686060006740783
86ac860f7ffffff,-19.25166072,16.96196962,0.02897965008326693,0.02117992269772958,0.013380195312192228,0.9788200773022704
